"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error"
16086,10488,"Island Lake",35351,"Radiocarbon",9920,650,11190,10,9860,9980,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('MS7812X',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
650 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,264,-66.184,-66.18054,60
16096,10493,"Cook Bank",35368,"Radiocarbon",9940,25,12470,12210,9865,10015,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('COOKBANK',depths.file=TRUE)

Bacon settings: 
25 #d.min
84.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-128.43,-128.37,75
16096,10493,"Cook Bank",35369,"Radiocarbon",10485,41,12470,12210,10415,10555,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('COOKBANK',depths.file=TRUE)

Bacon settings: 
25 #d.min
84.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-128.43,-128.37,70
16096,10493,"Cook Bank",35370,"Radiocarbon",10290,54.5,12470,12210,10210,10370,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('COOKBANK',depths.file=TRUE)

Bacon settings: 
25 #d.min
84.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-128.43,-128.37,80
16096,10493,"Cook Bank",35371,"Radiocarbon",10650,84.5,12470,12210,10300,11000,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('COOKBANK',depths.file=TRUE)

Bacon settings: 
25 #d.min
84.5 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-128.43,-128.37,350
16099,10494,"Logan Inlet",35375,"Radiocarbon",10560,481,13920,12100,10490,10630,"Neotoma 1","Age model based on IntCal13 calibration curve.\n\nBacon command line: Bacon('LOGANIN',depths.file=TRUE)\n\nBacon settings: \n444 #d.min\n639 #d.max\n1 #d.by\n1 #depths.file\nNA #slump\n10 #acc.mean\n1.5 #acc.shape\n0.7 #mem.mean\n4 #mem.strength\nNA #hiatus.depths\n1000 #hiatus.mean\n1 #hiatus.shape\n0 #BCAD\n1 #cc\n0 #postbomb\nIntCal13 #cc1\nMarine13 #cc2\nSHCal13 #cc3\nConstCal #cc4\ncm #unit\n0 #normal\n3 #t.a\n4 #t.b\n0 #d.R\n0 #d.STD\n0.95 #prob",FALSE,0,-131.72528,-131.65417,70
16099,10494,"Logan Inlet",35376,"Radiocarbon",10870,510,13920,12100,10810,10930,"Neotoma 1","Age model based on IntCal13 calibration curve.\n\nBacon command line: Bacon('LOGANIN',depths.file=TRUE)\n\nBacon settings: \n444 #d.min\n639 #d.max\n1 #d.by\n1 #depths.file\nNA #slump\n10 #acc.mean\n1.5 #acc.shape\n0.7 #mem.mean\n4 #mem.strength\nNA #hiatus.depths\n1000 #hiatus.mean\n1 #hiatus.shape\n0 #BCAD\n1 #cc\n0 #postbomb\nIntCal13 #cc1\nMarine13 #cc2\nSHCal13 #cc3\nConstCal #cc4\ncm #unit\n0 #normal\n3 #t.a\n4 #t.b\n0 #d.R\n0 #d.STD\n0.95 #prob",FALSE,0,-131.72528,-131.65417,60
16099,10494,"Logan Inlet",35377,"Radiocarbon",12020,639,13920,12100,11950,12090,"Neotoma 1","Age model based on IntCal13 calibration curve.\n\nBacon command line: Bacon('LOGANIN',depths.file=TRUE)\n\nBacon settings: \n444 #d.min\n639 #d.max\n1 #d.by\n1 #depths.file\nNA #slump\n10 #acc.mean\n1.5 #acc.shape\n0.7 #mem.mean\n4 #mem.strength\nNA #hiatus.depths\n1000 #hiatus.mean\n1 #hiatus.shape\n0 #BCAD\n1 #cc\n0 #postbomb\nIntCal13 #cc1\nMarine13 #cc2\nSHCal13 #cc3\nConstCal #cc4\ncm #unit\n0 #normal\n3 #t.a\n4 #t.b\n0 #d.R\n0 #d.STD\n0.95 #prob",FALSE,0,-131.72528,-131.65417,70
16101,10495,"Juan Perez Sound",87776,"Radiocarbon",12190,0,12290,12140,12140,12240,"14C Age",NA,TRUE,0,-131.50477,-131.39937,50
16101,10495,"Juan Perez Sound",87777,"Radiocarbon",12240,3,12290,12140,12190,12290,"14C Age",NA,TRUE,0,-131.50477,-131.39937,50
16103,10496,"Pye Lake",104710,"Radiocarbon",1140,87,16500,-55,1060,1220,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,80
16103,10496,"Pye Lake",104711,"Radiocarbon",2570,215.5,16500,-55,2450,2690,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,120
16103,10496,"Pye Lake",104712,"Radiocarbon",4440,325,16500,-55,4350,4530,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,90
16103,10496,"Pye Lake",104713,"Radiocarbon",6000,370,16500,-55,5940,6060,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,60
16103,10496,"Pye Lake",104714,"Radiocarbon",8120,425,16500,-55,7980,8260,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,140
16103,10496,"Pye Lake",104715,"Radiocarbon",10000,512,16500,-55,9840,10160,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,160
16103,10496,"Pye Lake",104716,"Radiocarbon",10800,538,16500,-55,10610,10990,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,190
16103,10496,"Pye Lake",104717,"Radiocarbon",12200,551.2,16500,-55,11980,12420,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
551.2 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-62.09501,-62.08621,220
16107,10498,"Thibaudeau",35395,"Radiocarbon",1140,38.5,7170,-40,1060,1220,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('THIB127B',depths.file=TRUE)

Bacon settings: 
0 #d.min
155 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,125,-94.18917,-94.14972,80
16107,10498,"Thibaudeau",35396,"Radiocarbon",4560,65,7170,-40,4450,4670,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('THIB127B',depths.file=TRUE)

Bacon settings: 
0 #d.min
155 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,125,-94.18917,-94.14972,110
16107,10498,"Thibaudeau",35397,"Radiocarbon",6240,155,7170,-40,6160,6320,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('THIB127B',depths.file=TRUE)

Bacon settings: 
0 #d.min
155 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,125,-94.18917,-94.14972,80
16109,10499,"Patricia Bay Lake",35399,"Radiocarbon",3430,27,7340,110,3295,3565,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PATBAY',depths.file=TRUE)

Bacon settings: 
0 #d.min
106.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,11,-68.51833,-68.48722,135
16109,10499,"Patricia Bay Lake",35400,"Radiocarbon",4190,51,7340,110,4050,4330,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PATBAY',depths.file=TRUE)

Bacon settings: 
0 #d.min
106.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,11,-68.51833,-68.48722,140
16109,10499,"Patricia Bay Lake",35401,"Radiocarbon",6320,106.5,7340,110,6190,6450,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PATBAY',depths.file=TRUE)

Bacon settings: 
0 #d.min
106.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,11,-68.51833,-68.48722,130
1611,1566,"L'Anse aux Meadows Site",3954,"Radiocarbon",1135,26.5,2340,20,925,1345,"NAPD 1","Chron uses top, and three C14 dates (two C14 dates, WAT-409 and S-1754 were averaged).",TRUE,5,-55.55,51.57333,210
1611,1566,"L'Anse aux Meadows Site",3955,"Radiocarbon",1890,54.5,2340,20,1680,2100,"NAPD 1","Chron uses top, and three C14 dates (two C14 dates, WAT-409 and S-1754 were averaged).",TRUE,5,-55.55,51.57333,210
16111,10500,"Grays Lake",35403,"Radiocarbon",3520,197,44340,1610,3430,3610,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,90
16111,10500,"Grays Lake",35404,"Radiocarbon",5850,250.5,44340,1610,5730,5970,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,120
16111,10500,"Grays Lake",35405,"Radiocarbon",8460,329,44340,1610,8330,8590,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,130
16111,10500,"Grays Lake",35406,"Radiocarbon",10060,403.5,44340,1610,9910,10210,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,150
16111,10500,"Grays Lake",35407,"Radiocarbon",10200,457.5,44340,1610,10110,10290,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,90
16111,10500,"Grays Lake",35408,"Radiocarbon",25540,555.5,44340,1610,25150,25930,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,390
16111,10500,"Grays Lake",35409,"Radiocarbon",22300,639.5,44340,1610,21700,22900,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,600
16111,10500,"Grays Lake",35410,"Radiocarbon",20880,775.5,44340,1610,20640,21120,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,240
16111,10500,"Grays Lake",35411,"Radiocarbon",21890,942.5,44340,1610,21630,22150,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,260
16111,10500,"Grays Lake",35412,"Radiocarbon",21190,1059,44340,1610,20950,21430,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,240
16111,10500,"Grays Lake",35413,"Radiocarbon",26640,1226,44340,1610,26040,27240,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,600
16111,10500,"Grays Lake",35414,"Radiocarbon",28900,1433,44340,1610,28000,29800,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,900
16111,10500,"Grays Lake",35415,"Radiocarbon",45500,1657.5,44340,1610,43340,47660,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,2160
16111,10500,"Grays Lake",35416,"Radiocarbon",48100,1720,44340,1610,46600,49600,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRAYSGL1',thick=20,depths.file=TRUE)

Bacon settings: 
0 #d.min
1720 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1195,-111.5001,-111.3758,1500
