"siteID","sitename","lon","lat","datasetid","handle","bestacc","acc.shape.old","hiatus","acc.mean.mod","acc.shape.mod","bestthick","mem.mean","mem.strength","reliableold","reliableyoung","notes_selection","description",
8559,"Irwin Smith Bog",-83.61,45.0265,13047,"IRWINSMT",20,0.9,1,3.02,0.53,10,0.5,2,6324,-16,"FALSE","Ombrotrophic peatland located near Lake Huron. Surrounding vegetation: Sphagnum mosses, various graminoids (mainly Carex), low-growing ericaceous shrubs (Kalmia polifolia, Chamaedaphne calyculata), and scattered trees (Larix laricina, Picea mariana, Pinus strobus) characterize the hummock-hollow topography of the bog surface. Regional vegetation before 19th century land clearance comprised a mosaic of mixed conifer/hardwood forests, pine forests, and conifer swamps.",
8563,"Hoya Rincon de Parangueo",-101.249,20.43105,13055,"RINCON01",50,0.9,0,3.02,0.53,20,0.5,2,8711,368,"FALSE","Maar lake in the Valle de Santiago. Lake was almost dry when cored in 2001, but was 50 m deep in 1979. Most of the area is now agricultural, while the uncultivated areas have been effected by grazing, logging, and other forms of human-induced disturbance. The crater does, however, contain a floristically rich remnant of subtropical forest.",
8567,"Adeline Lake",-91.166,46.30235,13060,"ADELINE",20,0.9,1,3.02,0.53,15,0.5,2,2011,-53,"FALSE","NA",
8572,"Elevenses Lake",-91.4935,46.3815,13069,"ELEVENS",10,0.9,1,3.02,0.53,10,0.5,2,2044,-49,"FALSE","NA",
8573,"Eska Lake",-90.608,45.19145,13071,"ESKALAKE",50,0.9,1,3.02,0.53,20,0.5,2,1817,-43,"FALSE","NA",
8585,"Horseshoe Lake",-90.10375,38.6867,16254,"HORSESHA",50,0.9,0,3.02,0.53,15,0.5,2,1756,325,"FALSE","Large oxbow lake. Physiography: American Bottom (floodplain). Surrounding vegetation: mixed farmland/prairie.",
8585,"Horseshoe Lake",-90.10375,38.6867,21792,"HORM12",10,0.9,0,3.02,0.53,20,0.5,2,1544,-49,"FALSE","Large oxbow lake. Physiography: American Bottom (floodplain). Surrounding vegetation: mixed farmland/prairie.",
9588,"Brewster Creek",-88.24441,41.98044,14104,"BREWCRK1",50,0.9,0,3.02,0.53,20,0.5,2,16159,10585,"FALSE","Site was a fen, which had been drained, tiled, and cropped since the at least the early 20th century. Since 2003, drain tiles have been removed and fen restoration is in progress.",
9688,"Bass Lake",-94.878745,45.19932,14270,"BASSK",5,0.9,1,3.02,0.53,15,0.5,2,888,75,"FALSE","Prairie type vegetation.",
9708,"Linsley Pond",-72.784335,41.317115,14370,"LINSLEY",20,0.9,0,3.02,0.53,20,0.5,2,811,-21,"FALSE","Kettle lake. Physiography: bedrock escarpment and glacial deposits. Surrounding vegetation: oak, hickory, maple, beech.",
9735,"Lake Sallie",-95.896225,46.77186,14403,"SALLIE",20,0.9,0,3.02,0.53,20,0.5,2,101,-17,"FALSE","Kettle lake in outwash gravels of the Alexandria Moraine complex.",
9738,"Tower Lake",-86.037795,46.542635,14410,"TOWER1",20,0.9,0,3.02,0.53,15,0.5,2,6764,1869,"FALSE","A small endorheic kettle pond on sandy glacial till. Surrounding second-growth forests are dominated by Acer saccharum, Betula alleghaniensis, Fagus grandifolia, Pinus strobus, and Tsuga canadensis, generally similar in composition to those before 19th century logging.",
9738,"Tower Lake",-86.037795,46.542635,14889,"TOWER6",20,0.9,0,3.02,0.53,5,0.5,2,1005,508,"FALSE","A small endorheic kettle pond on sandy glacial till. Surrounding second-growth forests are dominated by Acer saccharum, Betula alleghaniensis, Fagus grandifolia, Pinus strobus, and Tsuga canadensis, generally similar in composition to those before 19th century logging.",
9768,"Hell Hole Lake",-92.21898,45.786565,14446,"HELLHOLE",20,0.9,1,3.02,0.53,10,0.5,2,1905,-50,"no order age file.","Kettle lake on glacial outwash plain. Native vegetation: Pinus resinosa, P. banksiana, P. strobus, and Quercus spp.",
9795,"Browns Island",-121.86795,38.04217,14491,"BROWNS",10,0.9,0,3.02,0.53,20,0.5,2,2106,-30,"FALSE","Browns Island is a 2.8 sq km tidal wetland located in the San Francisco Estuary at the confluence of the Sacramento and San Joaquin Rivers. Surrounding Vegetation: Schoenoplectus, Bolboschoenus, Distichlis spicata, Salicornia virginica, Juncus, Triglochin maritima.",
9796,"Roe Island",-122.032935,38.0723,14494,"ROEISLND",5,0.9,0,3.02,0.53,15,0.5,2,2052,-36,"FALSE","Tidal marsh located on an island in the San Francisco Estuary. Surrounding vegetation: Distichlis spicata and Salicornia virginica.",
9824,"Lily Lake",-93.63978,44.19291,14535,"LILY",50,0.9,1,3.02,0.53,15,0.5,2,568,81,"FALSE","NA",
9826,"Martha Lake",-93.73915,45.141805,14539,"MARTHA",5,0.9,1,3.02,0.53,10,0.5,2,467,56,"FALSE","NA",
9862,"Bates Marsh",-81.84467,42.342715,14614,"BATESON",5,0.9,0,3.02,0.53,20,0.5,2,4471,-11,"FALSE","The study site is located in the marsh surrounding Rondeau Provincial Park. Surrounding vegetation: The wetland vegetation at the study site is dominated by Cephalanthus occidentalis, Salix, Cornus, and Phragmites australis in the drier parts of the marsh. The most important emergent plants are Typha latifolia, T. angustifolia, T. x glauca, and Zizania aquatica, forming large monospecific stands. Aquatic Cyperaceae, Nuphar advena, and Nymphaea odorata are common in the marsh areas with deeper standing water. The major forest trees are Acer saccharum, Fagus grandifolia, Tilia americana, and Fraxinus americana on the ridges, and Acer rubrum, A. saccharinum, Betula alleghaniensis, Fraxinus nigra, and F. pennsylvanica in lower-lying wetter areas. The forest also supports important populations of regionally rare Carolinian tree species, including Carya ovata, Liriodendron tulipifera, and Morus rubra.",
9867,"Minnreg",-93.3212,44.693385,14626,"MINNREG",5,0.9,1,3.02,0.53,20,0.5,2,640,53,"FALSE","NA",
9869,"Amber Lake",-94.473645,43.60715,14631,"AMBER",5,0.9,1,3.02,0.53,15,0.5,2,772,72,"FALSE","Lake is one of several in a chain of lakes occupying a former glacial meltwater channel or tunnel valley.",
9870,"Camp Lake",-94.0929,45.16204,14633,"CAMP",10,0.9,1,3.02,0.53,10,0.5,2,1233,87,"no order age file.","NA",
9871,"Crystal Lake",-93.212125,44.333485,14635,"CRYSTAL",20,0.9,1,3.02,0.53,5,0.5,2,886,62,"FALSE","NA",
9872,"Fish Lake",-93.665425,44.229535,14637,"FISHL",5,0.9,1,3.02,0.53,10,0.5,2,640,81,"FALSE","NA",
9873,"Fish Lake",-93.460155,44.65162,14639,"FISHS",20,0.9,1,3.02,0.53,5,0.5,2,888,57,"FALSE","NA",
9874,"Eagle Lake",-93.93439,44.808755,14641,"EAGLEL",20,0.9,1,3.02,0.53,10,0.5,2,894,196,"FALSE","NA",
9875,"Lake Emily, Northeast Basin",-93.914375,44.313795,14643,"EMILY_NE",50,0.9,1,3.02,0.53,5,0.5,2,689,34,"FALSE","Core obtained from a side basin in Lake Emily.",
9876,"Fuller Lake",-94.075455,45.421695,14645,"FULLER",5,0.9,1,3.02,0.53,5,0.5,2,1225,49,"FALSE","NA",
9878,"San Luis Lake",-105.724665,37.67773,14650,"SANLUIS",5,0.9,0,3.02,0.53,20,0.5,2,618,-36,"FALSE","Playa lake subject to drying out. Aeolian landscape with blowout depressions, parabolic dunes, and alkaline flats. Upland vegetation: saline bottom land shrublands, cold desert shrublands, and salt meadows, with Sarcobatus, Salsola, Atriplex, Sueda, Artemisia, and Poaceae.",
9891,"Isle au Haut North Hollow",-68.6354,44.0651,14678,"HAUTNOR",100,0.9,0,3.02,0.53,20,0.5,2,830,173,"FALSE","Small hollow on the north end of Isle au Haut, a flat, mossy hillside seep approximately 5�15 m on a northwest facing slope. Mixed age stand of Picea rubens with scatered Betula, Acer rubrum, and Picea glauca. Understory of Vaccinium angustifolium, Carex, and Sphagnum.",
9892,"Isle au Haut South Hollow",-68.630365,44.031825,14680,"HAUTSOU",100,0.9,0,3.02,0.53,20,0.5,2,223,64,"FALSE","Small mossy depression about 1 m in diameter on a southeast facing shoulder of the ridge, Surrounding vegetation witin 50 m Picea rubens forest, with a stand of Pinus rigida and Vaccinium 35 m to the east. Acer rubrum subdominant in the canopy with scattered Picea glauca and Abies balsamea.",
9893,"Roque Island Hollow",-67.530695,44.573075,14682,"ROQUEIS",100,0.9,1,3.02,0.53,5,0.5,2,9459,43,"FALSE","Small hollow with Sphagnum carpet, located on Roque Island in a stand of Picea rubens with occasional Betula papyrifera, Acer rubrum, Ostrya virginiana, and Sorbus americana, with Alnus and Chamaedaphne calyculata in the understory.",
9944,"South Bog",-67.20294,44.717555,14797,"SOUTHBOG",20,0.9,0,3.02,0.53,5,0.5,2,687,-42,"FALSE","Raised bog. Surrounding vegetation: Grasslands dominated by Calamagrostis canadensis. Patches of Alnus and Salix, occasional mature Picea glauca, and several even-aged stands of Populus tremuloides dot the otherwise homogenous grasslands.",
9947,"Burnt Knob Lake",-114.9829,45.706945,14803,"BURNTKNB",50,0.9,0,3.02,0.53,15,0.5,2,2172,-28,"FALSE","Late-Pleistocene cirque basin. Physiography: Clearwater mountain range. Surrounding vegetation: Abies bifolia and Pinus albicaulis.",
9974,"Baker Lake",-114.263205,45.891725,14884,"BAKER",50,0.9,0,3.02,0.53,10,0.5,2,3803,-40,"FALSE","Baker Lake is on the east side of the Bitterroot Range. It is a late-Pleistocene cirque basin. Surrounding vegetation is dominated by Pinus albicaulis and Larix lyallii on dry slopes, and Abies bifolia on wet slopes. Pinus contorta and Picea engelmannii also grow in the watershed. Dominant understory species include Vaccinium scoparium, Vaccinium membranaceum, Xerophyllum tenax, and Phyllodoce empetriformis.",
9989,"Pintler Lake",-113.439865,45.840555,14923,"PINTLER",10,0.9,0,3.02,0.53,20,0.5,2,7530,0,"FALSE","Pintler Lake is dammed behind a late-Pleistocene end moraine. The montane forest surrounding the lake is dominated by Pinus contorta with Pseudotsuga menziesii and Picea engelmannii as minor components. Dominant understory species include Arctostaphylos uva-ursi, Artemisia tridentata, Linnea borealis, and Ribes.",
9990,"Upper Soper Lake",-69.87914,62.91475444,14925,"UPSOPER",20,0.9,0,3.02,0.53,10,0.5,2,737,-9,"FALSE","Partially isolated embayment of Soper L.. Physiography: Tidal connections to Hudson Strait. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia. Also represented are Salix, Betula nana, and Betula glandulosa. The environment within the protected Soper Valley allows many of the shrubs to reach the stature of small trees.",
9991,"Prien Lake",-93.27942,30.19221,14928,"PRIEND",50,0.9,0,3.02,0.53,20,0.5,2,3529,-40,"FALSE","Drowned river segment which is now an estuary. Surrounding vegetation: Largely pine forest before logging depleted the forests around 1930. Now Cajun Prairie.",
9992,"Ogac Lake",-67.34152778,62.84546778,14930,"OGAC",5,0.9,0,3.02,0.53,10,0.5,2,2227,58,"FALSE","Cirque lakelocated in a protected valley at head of Ney Harbour. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia, as well as Salix. Much of the rest of the sparse ground cover taxa are represented by species of Poa, Festuca, Hierochloe, Eriophorum, Scirpus, Carex, Juncus, Luzula, Tofieldia, Oxyria, Polygonum, Stellaria, Cerastium, Sagina, Arenaria, Silene, Ranunculus, Cardamine, Draba, Papaver, Arabis, Saxifraga, Potentilla, Sibbaldia, Dryas, Epilobium, Armeria, Mertensia, Veronica, Pedicularis, Pinguicula, Campanula, and Erigeron.",
9993,"Nelson Lake",-85.380295,46.2287,14933,"NELSONMI",50,0.9,0,3.02,0.53,15,0.5,2,1870,-46,"FALSE","Spring fed lakeon the Niagara Escarpment  dammed by remnant beach. Surrounding vegetation: Acer saccharum, Fagus grandifolia, Betula allegheniensis, Ulmus americana, Tsuga canadensis, and Abies balsamea.",
10002,"Lake Arthur",-92.7095,30.05034,14955,"ARTHURB",10,0.9,0,3.02,0.53,20,0.5,2,1820,-21,"FALSE","Drowned river segment located close enough to the Gulf of Mexico to be influenced by salt water, thus properly defined as an estuary. Surrounding vegetation: Primarily cypress trees and rice fields. Forest composed of red maple, green ash, elm, sycamore, sugarberry, water oak, willow oak, sweetgum, willow, cypress, and tupelo.",
10017,"Lake Louise",-97.22993,49.03265,14991,"LOUISEMB",10,0.9,1,3.02,0.53,5,0.5,2,191,-47,"FALSE","Lake in palaeochannel of the Red River. Physiography: Red River valley floodplain. Surrounding vegetation: Quercus, Pinus, Picea, cultivated fields.",
10020,"Round Pond",-70.010335,41.97078,14997,"ROUND",50,0.9,0,3.02,0.53,5,0.5,2,1886,-48,"FALSE","Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium.",
10021,"Deep Pond",-69.992095,41.739125,14999,"DEEPPOND",5,0.9,0,3.02,0.53,15,0.5,2,1719,-48,"FALSE","Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium.",
10023,"Icehouse Pond",-69.960575,41.797995,15003,"ICEHSMA",20,0.9,1,3.02,0.53,5,0.5,2,1839,-45,"FALSE","Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium.",
10026,"Jemima Pond",-69.9847,41.82961,15009,"JEMIMA",20,0.9,0,3.02,0.53,15,0.5,2,1234,-48,"FALSE","Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium.",
10028,"Sandy Hill Pond",-70.36407,41.689985,15020,"SANDY",50,0.9,0,3.02,0.53,20,0.5,2,1004,-48,"FALSE","Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium.",
10029,"Fresh Pond",-70.532835,41.59412,15022,"FRESH",50,0.9,0,3.02,0.53,20,0.5,2,1532,-45,"FALSE","Surrounding vegetation: Pitch pine-oak forest. The dominant trees include Pinus rigida and Quercus spp, while Pinus strobus, Acer rubrum, Carya, and Fagus grandifolia may be abundant locally. Common to many stands is a dense ericaceous shrub understory comprised primarily of Gaylussacia baccata and Vaccinium.",
10034,"Mud Lake",-88.31698778,47.129415,15032,"MUDLKMI",10,0.9,0,3.02,0.53,15,0.5,2,4497,68,"FALSE","Mud Lake occupies a shallow depression on the eastern side of teh Keweenaw Peninusla in Upper Michigan. Surrounding vegetation: Pinus strobus, Picea mariana, Picea glauca, Acer saccharum, Betula papyrifera, and Betula alleghaniensis. Myrica gale and Alnus rugosa are common around the lake border. Abundant aquatic plants (Pontedaria cordata, Potamogeton, Nymphaea odorata, Carex) inhabit shallower areas of the lake.",
10036,"Lily Lake",-89.0908,47.911995,15035,"LILYMI",50,0.9,0,3.02,0.53,5,0.5,2,5668,1105,"FALSE","Kettle lakel. Surrounding vegetation: Forest dominated by Betula alleghaniensis, with Acer saccharum, Pinus strobus, Thuja occidentalis, and occasional Quercus rubra.",
10058,"Iztapa",-90.65973611,13.95190833,15099,"IZTAPA",50,0.9,0,3.02,0.53,20,0.5,2,2853,181,"FALSE","Red mangrove (Rhizophora) wetland on the central Pacific coastal plain.",
10061,"Lake Emma",-107.61537,37.902105,15106,"EMMASEC1",50,0.9,0,3.02,0.53,15,0.5,2,7514,7108,"FALSE","Glacial tarn in a south-facing cirque at the head of Eureka Gulch near the headwaterso of the Animas River. On 4 June 1978, it was suddenly and completely drained by the collapse of underground mine workings. Site is above timberline in alpine tundra.",
10074,"Jones Lake",-99.289145,49.450245,15138,"JONES",50,0.9,0,3.02,0.53,10,0.5,2,9426,-51,"FALSE","Lake is located on stagnation moraine at the southern margin of the aspen parkland near the border with the tall-grass prairie.",
10075,"Mallard Pond",-101.32475,51.287795,15140,"MALLARD",10,0.9,0,3.02,0.53,15,0.5,2,6009,-48,"FALSE","Located on stagnation moraine near the edge of the boreal forest.",
10080,"Wendel site",-98.28941,46.433115,15153,"WENDEL3",20,0.9,0,3.02,0.53,20,0.5,2,11731,10851,"FALSE","Ephemeral lake situated in the Twin Lakes channel at the northern end of a partly drained lake bed within a palimpsest meltwater channel situated on the Glaciated Till Plain. Natural vegetation: mixed grass prairie. Heavily agricultural today.",
10083,"Code Lake",-151.859995,67.15792,15157,"CODE",100,0.9,0,3.02,0.53,5,0.5,2,7378,4,"FALSE","Physiography: Foothills of the southcentral Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus.",
10091,"Elk Lake",-95.21787,47.18919,15219,"MNCLED",5,0.9,0,3.02,0.53,20,0.5,2,67,-16,"FALSE","Kettle lake located in the Itasca moraine. Surrounding vegetation: Mixed coniferous-deciduous forest and the secondary forest that developed after selective logging of white pine.",
10091,"Elk Lake",-95.21787,47.18919,15269,"MNCLEL",5,0.9,0,3.02,0.53,5,0.5,2,92,7,"FALSE","Kettle lake located in the Itasca moraine. Surrounding vegetation: Mixed coniferous-deciduous forest and the secondary forest that developed after selective logging of white pine.",
10094,"Last Chance Lake",-150.745125,67.12406,15175,"LASTCHAN",50,0.9,0,3.02,0.53,20,0.5,2,1601,338,"FALSE","Physiography: Foothills of the southcentral Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus.",
10100,"Ruppert Lake",-154.244985,67.07084,15185,"RUPPERT1",5,0.9,0,3.02,0.53,20,0.5,2,5546,991,"FALSE","Kettle lake on a terminal moraine. Physiography: Foothills of the south central Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus.",
10101,"Wild Tussock Lake",-151.383615,67.12648,15187,"TUSSOCK",50,0.9,0,3.02,0.53,5,0.5,2,3879,3162,"FALSE","Physiography: Foothills of the south central Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus.",
10105,"Laguna Pompal",-94.95557,18.376145,15197,"POMPAL",50,0.9,0,3.02,0.53,15,0.5,2,4696,-38,"FALSE","Small spring-fed lake on the western flank of Volcan Santa Marta. Surrounding vegetation: Bombax ellipticum, Brosimum alicastrum, Bursera simaruba, Cordia alliodora, Ficus spp, and Ilex condensata.",
10112,"Chesapeake Bay (PTMC3-2)",-76.21972222,38.02666667,15211,"CHESPTMC",50,0.9,0,3.02,0.53,20,0.5,2,1573,26,"FALSE","Mainstem of the Chesapeake Bay. Physiography: Atlantic Coastal Plain.",
10128,"Cowles Bog",-87.0945,41.6355,15242,"COWLES",20,0.9,0,3.02,0.53,20,0.5,2,3412,797,"FALSE","Bog occupying a flat poorly drained portion of the Calumet Lake Plain, bordered by a belt of dunes. Surrounding vegetation: Hardwood swamp with Acer rubrum, Betula lutea, Rhus vernix, Sassafras albidum, Salix sp., Lindera benzoin, Parthenocissus quinquefolia, Pilea pumila, Onoclea sensibilis, and Osmunda cinnamomea.",
10129,"Pinhook Bog",-86.84671,41.61499,15244,"PINHOOK",20,0.9,0,3.02,0.53,20,0.5,2,7534,19,"FALSE","Bog occupies a depression in an area of kame and kettle topography on the Valparaiso moraine. Surrounding vegetation: Oak-dominated woodland and agricultural land. Prior to European settlement, the vegetation is assumed to have been oak-hickory forest and prairie.",
10132,"Ozawindib Lake",-95.27284,47.22823,15252,"MNCLSQ",10,0.9,0,3.02,0.53,20,0.5,2,316,-18,"FALSE","Kettle lake with complex morphometry on the Itasca Moraine. Surrounding vegetation: Populus-Betula and northern hardwoods. Prior to logging beginning in 1905, Pinus dominated the catchment.",
10156,"Long Lake",-93.556405,44.988845,15294,"MNHNLL",20,0.9,0,3.02,0.53,20,0.5,2,1742,-26,"FALSE","kettle lake on rolling stagnation moraine. Native vegetation was the 'Big Woods' dominated by Ulums, Acer saccharum, Tilia americana, and Quercus. Today the area lies in the town of Orono, western suburb of Minneapolis.",
10160,"Emrick Lake",-89.59428,43.800155,15302,"EMRICK",5,0.9,0,3.02,0.53,20,0.5,2,5214,-17,"FALSE","Kettle hole formed within a recessional moraine. Surrounding vegetation: Quercus dominated mixed forest with Pinus in high abundance. Other trees include Betula, Tsuga, Larix, Ulmus, and Acer. Herbaceous species include Artemisia, Poaceae, and Asteraceae.",
10169,"Wolsfeld Woods Marsh",-93.574555,45.00373,15318,"MNHNWB",20,0.9,0,3.02,0.53,5,0.5,2,443,-24,"FALSE","Small fen covered with a dense stand of Carex utriculata. Two sphagnum hummucks each supportiing a tree of Larx laricina occur near the cneter of the fen. Fen lies in a remnant of the 'Big Woods' dominated by Acer saccharum, Ostrya virginiana, Tilia americana, Quercus rubra, and Q. alba. At the time of sampling Ulums americana was rappidly succumbing to Dutch Elm Disease. Physiography: rolling stagnation moraine.",
10191,"Stewart Bog",-105.722,35.832,15356,"STEWARTB",50,0.9,0,3.02,0.53,10,0.5,2,5103,-31,"FALSE","Alpine bog within a suite of moraines. Surrounding vegetation: Subalpine coniferous forest with Picea engelmannii, Abies lasiocarpa, Pinus aristata, P. menziesii, P. strobiformis, Populus tremuloides, and Juniperus communis.",
10192,"Spillway Pond",-130.068815,56.239975,15359,"SPILLWAY",20,0.9,0,3.02,0.53,15,0.5,2,369,-25,"FALSE","Spillway Pond is a moraine dammed lake. Surrounding vegetation is a mature forest of mountain hemlock and subalpine fir with a dense understorey of tall shrubs, including Alnus viridis, Salix, Sorbus, and Vaccinium. Meadow species (Lupinus arcticus, Valeriana sitchensis, Veratrum viride, Senecio triangularis) are common at the edges of the pone, while pioneering plants (willow, alder, grasses, sedges, and willow-herb) are dominant on nearby well drained sites.",
10197,"Ridge and Slough (02-05-20-13)",-80.7375,26.102,15371,"05-02-13",100,0.9,0,3.02,0.53,15,0.5,2,2158,5,"FALSE","A slough site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Nymphaea and Utricularia interspersed with tree islands. Also present are Eleocharis, Bacopa, Panicum, and Nymphoides.",
10200,"Ridge and Slough (02-05-20-14)",-80.736,26.1025,15377,"05-20-14",100,0.9,0,3.02,0.53,20,0.5,2,2492,-24,"FALSE","A ridge site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Cladium, typically reaching ~2m in height. Morella cerifera, Cephalanthus occidentalis, and ferns are also common.",
10201,"Ridge and Slough (02-05-21-2)",-80.768,25.8285,15379,"05-21-2",50,0.9,0,3.02,0.53,15,0.5,2,338,92,"FALSE","A ridge site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Cladium, typically reaching ~2m in height. Morella cerifera, Cephalanthus occidentalis, Sagittaria, and ferns are also common.",
10202,"Ridge and Slough (02-05-21-4)",-80.7675,25.829,15381,"05-21-4",100,0.9,0,3.02,0.53,5,0.5,2,2615,-35,"FALSE","A transition site from ridge to slough in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Cladium, Crinum, and Bacopa",
10203,"Ridge and Slough (02-05-21-5)",-80.7675,25.829,15383,"05-21-5",100,0.9,0,3.02,0.53,5,0.5,2,3423,-13,"FALSE","A slough site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Nymphaea and Utricularia interspersed with tree islands. Panicum is also present.",
10207,"Laguna de la Leche",-78.635905,22.21,15394,"LALECHE",10,0.9,0,3.02,0.53,10,0.5,2,3721,2684,"FALSE","Largest natural lake in Cuba. Surrounding vegetation: Large expanses of Rhizophora mangle, Avicennia germinans, and Conocarpus erectus (all mangrove). Smaller quanitites of succulents including Batis maritima and Salicornia perennis. Various grasses including Veteveria zizanioides, Distichlis spicata, and Spartina alterniflora. Monospecific stands of sedges (Cladium jamaicense and Eleocharis rostellata) fringe the lake in shallow water. Nearby to the southeast is a large monospecific stand of Typha domingensis.",
10208,"Las Flores Arroyo",-117.4605,33.291,15396,"LASFLORE",50,0.9,0,3.02,0.53,20,0.5,2,2492,-43,"FALSE","A deeply incised Holocene alluvial terrace.
 Surrounding vegetation: Cottonwood/Willow Riparian Woodland (Populus fremontii, P. balsamifera, Salix gooddingii, S. lasiolepis, S. laevigata, Platanus racemosa, Artemisia douglasianna, Baccharis salicifolia, Conium maculatum, Xanthium strumarium, Urtica dioica, Vitis girdiana).  There is also Southern Willow Scrub vegetation on the alluvial desposit (various Salix species, Toxicodendron diversilobum, Ambrosia psilostachya, Urtica dioica, Artemisia douglasianna).",
10239,"Cowden Lake",-85.3568,43.35538,15487,"COWDEN",50,0.9,0,3.02,0.53,5,0.5,2,1246,344,"FALSE","Lake located in the forest tension zone, an ecotone between the mixed coniferous-deciduous forest and the eastern broadleaf forest in the Lower Peninsula of Michigan.",
10240,"Ferry Lake",-92.125,46.013,15489,"FERRY01",5,0.9,0,3.02,0.53,15,0.5,2,1700,-44,"FALSE","The modern vegetation within 5 km of Ferry Lake is 19% unforested, 17% oak, 12% jack pine, 8% red pine, 9% other conifers, 6% aspen, 14% mixed deciduous and 16% mixed

deciduous/coniferous forest",
10242,"Hicks Lake",-85.283325,44.022755,15492,"HICKSMI",50,0.9,0,3.02,0.53,5,0.5,2,1199,258,"FALSE","Lake located in the forest tension zone, an ecotone between the mixed coniferous-deciduous forest and the eastern broadleaf forest in the Lower Peninsula of Michigan.",
10251,"Morrison Lake",-85.2115,42.861,15511,"MORRIMI",5,0.9,0,3.02,0.53,15,0.5,2,2532,1968,"FALSE","Lake located in the forest tension zone, an ecotone between the mixed coniferous-deciduous forest and the eastern broadleaf forest in the Lower Peninsula of Michigan.",
10284,"Taquitz Meadow",-116.66361,33.76857,15594,"TAQUITZ",5,0.9,0,3.02,0.53,20,0.5,2,2004,271,"FALSE","Wet mountain meadow ~60 m in diameter. Surrounding vegetation Pinus ponderosa/P. jeffreyi/Abies concolor forest.",
10286,"Albany River Bog",-83.6175,51.435,15597,"ALBANYON",10,0.9,0,3.02,0.53,20,0.5,2,2802,364,"FALSE","Raised bog located in the Hudson Bay Lowlands. Albany River Bog covers a plateau bordered by the Albany River gorge to the south and U-shaped valleys to the north and east. Surrounding vegetation: Picea mariana, Larix laricina, Ericaceae grow locally. Sphagnum, Cyperaceae, and Betula are common.",
